,index,age,marital,education,balance,loan,previous,y
30059,31316,65,married,primary,715,no,0,yes
30060,31317,34,divorced,secondary,1085,no,0,yes
30062,31319,44,married,tertiary,1058,no,0,yes
30063,31320,50,married,secondary,388,no,0,yes
30064,31321,32,single,tertiary,-34,no,0,yes
30067,31325,44,married,tertiary,423,no,0,yes
30068,31326,33,single,tertiary,258,no,0,yes
30069,31327,49,divorced,tertiary,1807,no,0,yes
30070,31328,53,divorced,secondary,0,no,0,yes
30071,31329,31,divorced,tertiary,71,no,0,yes
30072,31330,61,married,tertiary,1332,no,0,yes
30073,31331,37,single,tertiary,33,no,0,yes
30074,31333,58,married,tertiary,5810,no,0,yes
30075,31334,30,single,tertiary,3473,no,0,yes
30078,31337,47,married,secondary,238,yes,0,yes
30080,31339,60,married,secondary,1740,no,0,yes
30089,31348,36,divorced,tertiary,3407,no,0,yes
30091,31351,37,single,secondary,1045,no,1,yes
30092,31352,43,married,secondary,132,no,0,yes
30094,31354,46,married,secondary,974,no,0,yes
30095,31355,37,single,tertiary,1000,no,0,yes
30096,31356,31,single,tertiary,115,no,0,yes
30098,31358,31,married,secondary,180,no,0,yes
30099,31359,30,single,tertiary,201,no,0,yes
30104,31364,30,married,tertiary,8089,no,2,yes
30106,31366,32,single,tertiary,8866,no,0,yes
30107,31367,35,married,secondary,2,no,0,yes
30108,31368,59,married,secondary,259,no,0,yes
30109,31369,33,single,tertiary,1107,no,0,yes
30110,31370,41,single,secondary,-675,yes,0,yes
30111,31371,59,married,secondary,3735,no,2,yes
30112,31372,37,single,tertiary,1730,no,0,yes
30114,31374,31,married,secondary,447,no,0,yes
30117,31377,32,married,tertiary,376,no,0,yes
30118,31378,26,single,tertiary,2786,no,0,yes
30120,31380,53,married,secondary,10185,no,0,yes
30123,31383,73,married,tertiary,448,no,0,yes
30126,31386,34,married,secondary,978,no,0,yes
30132,31392,46,divorced,tertiary,-130,no,0,yes
30133,31393,76,divorced,primary,3049,no,0,yes
30134,31394,46,married,tertiary,11385,no,0,yes
30135,31395,83,divorced,primary,46,no,0,yes
30136,31396,40,married,tertiary,0,no,0,yes
30138,31398,23,single,secondary,4126,no,0,yes
30139,31399,34,single,tertiary,212,no,0,yes
30140,31400,24,single,secondary,1250,no,0,yes
30141,31401,41,divorced,tertiary,25,yes,0,yes
30142,31402,39,married,secondary,2981,no,0,yes
30147,31407,28,single,secondary,1277,no,0,yes
30153,31413,34,married,secondary,390,no,2,yes
30154,31414,77,married,secondary,9601,no,0,yes
30155,31415,36,married,secondary,565,no,0,yes
30156,31416,58,married,tertiary,1384,no,0,yes
30157,31418,32,single,tertiary,658,no,0,yes
30158,31419,38,married,tertiary,1988,no,2,yes
30160,31421,46,married,secondary,70,no,0,yes
30163,31425,27,single,secondary,213,no,0,yes
30166,31429,46,married,secondary,-522,no,13,yes
30168,31431,59,married,tertiary,9676,no,0,yes
30169,31432,19,single,primary,134,no,0,yes
30170,31433,25,single,tertiary,316,no,0,yes
30171,31434,23,single,tertiary,2143,no,0,yes
30178,31441,47,married,tertiary,3663,no,0,yes
30180,31443,22,single,secondary,114,no,0,yes
30182,31446,27,single,tertiary,831,no,0,yes
30183,31447,73,divorced,primary,2308,no,0,yes
30188,31452,41,married,tertiary,1468,no,0,yes
30189,31453,30,single,tertiary,311,no,0,yes
30196,31460,26,single,secondary,274,no,0,yes
30208,31472,38,single,tertiary,172,no,0,yes
30212,31476,46,divorced,tertiary,507,no,0,yes
30213,31477,27,single,tertiary,393,no,0,yes
30218,31482,63,married,tertiary,-39,no,0,yes
30232,31497,34,married,secondary,1474,no,0,yes
30240,31506,32,single,secondary,471,yes,0,yes
30242,31508,33,single,tertiary,3161,no,0,yes
30258,31526,47,married,secondary,1612,no,0,yes
30259,31528,48,divorced,secondary,4099,no,0,yes
30285,31556,50,married,tertiary,414,no,3,yes
30301,31572,26,single,secondary,5005,yes,0,yes
30304,31575,39,married,secondary,1756,no,0,yes
30317,31588,55,divorced,secondary,1613,no,3,yes
30333,31604,41,married,secondary,3123,no,2,yes
30353,31626,33,single,tertiary,127,no,17,yes
30357,31630,42,single,tertiary,11891,no,0,yes
30366,31639,50,married,primary,4979,no,0,yes
30377,31650,40,married,secondary,754,yes,0,yes
30383,31656,36,married,secondary,1184,no,0,yes
30387,31660,37,married,secondary,1207,no,2,yes
30388,31661,44,single,secondary,712,yes,0,yes
30389,31662,37,single,tertiary,3943,no,1,yes
30399,31672,30,single,tertiary,297,no,0,yes
30404,31677,26,single,secondary,3676,no,0,yes
30428,31702,47,married,secondary,817,no,0,yes
30438,31712,46,single,tertiary,283,no,0,yes
30463,31738,25,single,secondary,82,yes,0,yes
30471,31746,51,married,secondary,4787,no,0,yes
30483,31758,56,married,secondary,2847,no,0,yes
30489,31764,36,single,secondary,1822,no,1,yes
30490,31765,35,single,secondary,16,no,0,yes
30496,31771,65,married,secondary,20806,no,0,yes
30505,31780,54,married,secondary,377,no,0,yes
30509,31784,48,married,secondary,4415,no,7,yes
30514,31789,32,married,secondary,303,no,4,yes
30515,31790,60,divorced,secondary,12039,no,0,yes
30523,31799,67,married,secondary,1443,no,0,yes
30526,31802,27,single,tertiary,4661,no,0,yes
30531,31807,32,single,tertiary,1781,no,0,yes
30535,31811,26,married,secondary,3415,no,0,yes
30543,31819,33,single,tertiary,318,no,3,yes
30554,31831,21,single,primary,423,no,0,yes
30557,31834,30,single,secondary,2544,no,0,yes
30560,31837,27,single,secondary,2614,no,0,yes
30562,31839,30,single,secondary,1268,no,8,yes
30563,31840,36,married,secondary,536,no,0,yes
30566,31843,31,single,secondary,1088,no,0,yes
30569,31846,27,married,secondary,1293,no,0,yes
30572,31849,29,single,tertiary,1377,no,0,yes
30573,31850,38,single,secondary,2580,no,3,yes
30575,31852,23,single,tertiary,314,yes,0,yes
30579,31856,38,married,tertiary,206,no,0,yes
30591,31868,30,single,secondary,3286,no,0,yes
30594,31871,41,married,secondary,803,no,3,yes
30599,31877,33,single,secondary,719,no,6,yes
30607,31886,53,single,secondary,2892,no,0,yes
30623,31903,35,married,secondary,898,no,0,yes
30625,31905,42,married,secondary,0,no,4,yes
30634,31914,29,married,tertiary,332,no,0,yes
30639,31919,68,divorced,primary,695,no,0,yes
30640,31920,20,single,secondary,1819,no,0,yes
30644,31924,30,single,tertiary,2544,no,0,yes
30654,31934,32,married,secondary,759,no,0,yes
30659,31939,28,divorced,tertiary,229,no,2,yes
30675,31955,45,married,secondary,96,no,2,yes
30680,31960,29,single,secondary,110,no,0,yes
30682,31962,31,married,secondary,1406,yes,0,yes
30684,31964,39,divorced,secondary,0,no,0,yes
30705,31985,42,married,primary,2103,no,0,yes
30707,31987,35,single,tertiary,1599,yes,0,yes
30708,31988,34,single,tertiary,925,no,0,yes
30716,31996,26,single,tertiary,-3,no,0,yes
30719,32000,29,divorced,secondary,84,no,0,yes
30724,32005,44,single,tertiary,1367,no,1,yes
30742,32023,34,married,tertiary,703,no,0,yes
30746,32027,36,married,secondary,15485,no,0,yes
30747,32028,33,married,tertiary,0,no,1,yes
30754,32035,34,single,tertiary,2646,no,0,yes
30756,32037,33,single,secondary,572,no,2,yes
30757,32038,22,single,secondary,107,no,0,yes
30758,32039,32,married,secondary,765,yes,0,yes
30765,32046,36,single,secondary,-253,no,0,yes
30768,32050,44,divorced,secondary,0,no,1,yes
30769,32051,65,married,secondary,2,no,0,yes
30773,32055,62,married,primary,1084,no,0,yes
30776,32058,61,divorced,tertiary,6,no,0,yes
30777,32059,40,single,tertiary,1175,no,0,yes
30778,32060,41,married,primary,0,no,0,yes
30785,32068,77,divorced,tertiary,4659,no,0,yes
30786,32069,62,married,tertiary,1528,no,0,yes
30789,32072,30,married,tertiary,330,no,0,yes
30792,32076,29,single,secondary,731,no,0,yes
30796,32080,36,married,tertiary,926,no,0,yes
30804,32088,29,single,secondary,25,no,0,yes
30813,32099,65,married,secondary,587,no,0,yes
30820,32106,43,married,primary,2557,no,3,yes
30824,32110,70,divorced,primary,275,no,0,yes
30825,32111,32,married,secondary,1129,no,2,yes
30826,32112,46,married,secondary,2149,no,0,yes
30828,32114,33,single,tertiary,1271,no,1,yes
30831,32117,33,married,secondary,336,no,0,yes
30855,32141,33,married,secondary,855,no,0,yes
30858,32144,57,married,primary,491,no,0,yes
30860,32146,62,married,secondary,180,no,0,yes
30862,32148,32,single,secondary,133,no,0,yes
30866,32152,39,single,secondary,649,no,0,yes
30868,32155,41,married,secondary,2689,no,0,yes
30873,32160,76,divorced,primary,1411,no,0,yes
30874,32161,36,single,secondary,11174,no,0,yes
30880,32167,27,single,secondary,439,no,0,yes
30892,32179,38,single,tertiary,6158,no,9,yes
30905,32192,56,married,primary,3498,no,0,yes
30907,32194,51,married,tertiary,1801,no,0,yes
30908,32195,39,married,tertiary,937,no,0,yes
30909,32196,35,divorced,tertiary,26,no,0,yes
30912,32199,32,married,secondary,-53,no,1,yes
30914,32202,37,married,secondary,1762,no,0,yes
30957,32246,52,single,tertiary,3469,no,1,yes
30976,32265,20,single,secondary,423,no,0,yes
30982,32273,35,married,secondary,545,no,4,yes
30984,32276,47,married,secondary,3480,no,0,yes
30988,32281,31,married,secondary,183,no,0,yes
30995,32288,25,single,tertiary,3,yes,0,yes
31002,32296,49,married,secondary,2416,no,0,yes
31010,32305,30,single,tertiary,424,no,0,yes
31013,32309,35,single,secondary,0,no,4,yes
31016,32312,44,married,primary,294,no,0,yes
31028,32324,42,married,secondary,1598,yes,0,yes
31042,32338,29,single,tertiary,268,no,0,yes
31053,32349,42,divorced,secondary,214,no,0,yes
31061,32357,43,married,tertiary,240,no,0,yes
31068,32364,36,single,secondary,2511,no,0,yes
31090,32388,36,married,tertiary,4596,no,0,yes
31093,32391,32,married,secondary,1273,no,1,yes
31125,32424,54,married,secondary,3994,yes,0,yes
31134,32433,50,married,tertiary,469,no,0,yes
31161,32462,32,single,tertiary,932,no,1,yes
31162,32463,28,single,tertiary,844,no,0,yes
31170,32471,40,divorced,primary,471,no,2,yes
31203,32505,56,married,secondary,3738,no,6,yes
31250,32553,34,single,secondary,63,no,0,yes
31254,32557,52,divorced,primary,-779,yes,0,yes
31264,32567,35,married,secondary,293,no,1,yes
31282,32585,32,divorced,tertiary,294,no,5,yes
31286,32589,60,married,tertiary,13546,no,0,yes
31300,32603,34,married,primary,329,no,1,yes
31350,32654,30,married,secondary,5,no,0,yes
31358,32662,29,married,secondary,580,yes,0,yes
31374,32679,31,single,tertiary,985,no,2,yes
31382,32687,32,married,secondary,225,no,1,yes
31393,32698,30,single,secondary,69,no,0,yes
31407,32713,39,married,tertiary,-3058,yes,0,yes
31421,32727,33,married,primary,5,no,0,yes
31422,32728,40,single,secondary,224,no,0,yes
31428,32734,38,married,tertiary,165,no,2,yes
31430,32736,35,single,tertiary,397,no,0,yes
31453,32759,37,married,primary,3154,no,3,yes
31464,32770,29,married,secondary,1180,no,3,yes
31496,32802,71,married,primary,2988,no,0,yes
31510,32817,36,single,secondary,-487,no,0,yes
31557,32865,34,married,secondary,879,no,1,yes
31559,32868,33,married,secondary,806,no,0,yes
31568,32877,28,single,tertiary,19,no,0,yes
31578,32887,31,single,secondary,0,no,0,yes
31583,32892,49,married,secondary,687,no,0,yes
31612,32922,29,single,secondary,674,no,0,yes
31636,32946,33,married,tertiary,0,no,0,yes
31642,32952,57,married,tertiary,2326,no,0,yes
31649,32959,41,married,secondary,323,no,6,yes
31705,33017,74,married,secondary,921,no,0,yes
31708,33020,42,married,primary,1673,no,0,yes
31712,33024,53,married,secondary,5303,no,1,yes
31731,33043,38,married,secondary,0,yes,0,yes
31733,33045,41,married,secondary,4004,no,0,yes
31757,33070,26,single,secondary,181,no,0,yes
31767,33080,22,single,secondary,3982,no,0,yes
31773,33086,52,married,secondary,386,no,0,yes
31774,33087,40,married,primary,284,no,0,yes
31786,33100,32,married,secondary,-242,no,0,yes
31795,33110,36,married,tertiary,535,no,0,yes
31800,33115,28,married,secondary,1086,no,0,yes
31819,33134,28,single,secondary,2840,no,0,yes
31821,33136,35,married,tertiary,43,no,0,yes
31837,33152,46,married,primary,3229,no,0,yes
31880,33195,50,married,primary,341,yes,2,yes
31889,33205,44,single,secondary,0,no,0,yes
31891,33207,61,married,tertiary,267,no,0,yes
31913,33229,29,divorced,secondary,-19,no,0,yes
31926,33242,61,married,secondary,243,no,0,yes
31945,33262,70,married,secondary,2575,no,0,yes
31954,33271,46,married,secondary,1147,no,0,yes
31971,33288,35,single,tertiary,62,no,0,yes
31973,33290,44,married,secondary,105,no,0,yes
31989,33307,59,married,tertiary,0,yes,0,yes
32016,33335,45,married,primary,-443,yes,0,yes
32018,33337,39,married,tertiary,1524,no,0,yes
32021,33340,36,married,primary,1925,no,0,yes
32040,33360,78,married,primary,240,no,0,yes
32073,33393,28,single,tertiary,387,no,1,yes
32081,33401,50,divorced,tertiary,13,no,0,yes
32094,33414,73,divorced,tertiary,3203,no,0,yes
32101,33422,34,married,tertiary,606,no,0,yes
32109,33430,28,single,secondary,0,no,0,yes
32110,33431,42,divorced,secondary,527,yes,0,yes
32115,33436,54,divorced,secondary,309,no,0,yes
32117,33438,27,married,secondary,4333,no,0,yes
32134,33455,73,married,primary,253,no,0,yes
32139,33460,33,single,tertiary,6807,no,0,yes
32157,33479,64,married,secondary,571,no,0,yes
32162,33484,51,married,tertiary,83,no,0,yes
32165,33488,49,married,tertiary,2611,no,0,yes
32170,33493,32,single,tertiary,819,no,0,yes
32182,33505,33,married,secondary,1968,no,0,yes
32185,33508,26,single,secondary,136,no,0,yes
32186,33509,33,married,secondary,-267,no,0,yes
32187,33510,32,single,secondary,1995,no,0,yes
32189,33512,37,single,tertiary,72,yes,7,yes
32195,33518,29,single,tertiary,1170,no,0,yes
32213,33536,41,divorced,primary,285,no,0,yes
32362,33688,24,single,secondary,597,no,0,yes
32365,33691,37,divorced,secondary,0,no,0,yes
32366,33692,35,single,tertiary,1750,no,0,yes
32367,33693,26,single,tertiary,10086,no,0,yes
32371,33697,29,single,secondary,3466,no,0,yes
32372,33699,95,divorced,primary,2282,no,0,yes
32373,33700,65,married,tertiary,1973,no,0,yes
32376,33703,59,married,secondary,10925,no,0,yes
32377,33704,35,single,tertiary,704,no,0,yes
32379,33706,74,married,secondary,9480,no,0,yes
32380,33707,56,married,primary,3391,no,0,yes
32386,33713,26,single,tertiary,1134,no,0,yes
32388,33716,29,married,secondary,123,yes,1,yes
32389,33717,67,single,tertiary,2144,no,0,yes
32390,33718,31,single,tertiary,354,no,0,yes
32391,33719,78,married,primary,8556,no,0,yes
32392,33721,29,single,secondary,2,yes,0,yes
32393,33722,39,married,tertiary,1108,no,0,yes
32394,33723,45,married,tertiary,212,no,0,yes
32403,33733,45,married,tertiary,5110,no,0,yes
32404,33734,32,single,tertiary,10281,no,0,yes
32405,33735,36,single,secondary,17,no,0,yes
32406,33737,38,married,secondary,0,no,0,yes
32408,33739,41,divorced,tertiary,1757,no,13,yes
32411,33742,32,single,tertiary,5514,no,1,yes
32413,33744,33,married,tertiary,882,no,4,yes
32415,33746,30,married,tertiary,81,no,0,yes
32416,33747,65,married,primary,276,no,0,yes
32417,33748,45,divorced,primary,429,no,1,yes
32420,33751,75,married,tertiary,2991,no,0,yes
32421,33753,65,divorced,tertiary,90,no,0,yes
32422,33754,53,married,tertiary,3754,no,2,yes
32423,33755,40,married,primary,395,no,0,yes
32424,33756,69,divorced,tertiary,247,no,0,yes
32425,33757,27,single,secondary,3792,no,0,yes
32427,33759,31,single,tertiary,676,no,2,yes
32428,33760,25,single,secondary,8,no,0,yes
32432,33764,37,married,secondary,0,no,0,yes
32433,33765,32,single,tertiary,2069,no,0,yes
32434,33767,53,married,secondary,665,no,0,yes
32435,33768,45,married,tertiary,506,no,0,yes
32437,33770,35,married,tertiary,8,no,0,yes
32442,33775,74,married,primary,670,no,0,yes
32443,33776,37,married,tertiary,0,no,7,yes
32446,33779,59,married,primary,1939,no,0,yes
32449,33783,25,single,secondary,0,no,0,yes
32451,33785,27,single,secondary,955,no,0,yes
32452,33786,39,married,secondary,732,no,0,yes
32455,33790,28,single,tertiary,4099,no,0,yes
32458,33793,51,married,tertiary,4917,no,0,yes
32459,33794,66,married,primary,2883,no,0,yes
32460,33795,28,single,primary,1374,no,0,yes
32463,33798,29,single,tertiary,224,no,3,yes
32466,33802,30,single,tertiary,398,no,0,yes
32467,33803,72,married,primary,763,no,0,yes
32469,33805,58,married,secondary,3027,no,0,yes
32472,33808,32,single,tertiary,2974,no,1,yes
32473,33809,31,single,tertiary,1081,no,2,yes
32479,33815,71,married,tertiary,383,no,0,yes
32482,33818,37,married,tertiary,3913,no,0,yes
32484,33820,24,single,tertiary,3415,no,0,yes
32487,33823,56,divorced,tertiary,3287,no,0,yes
32488,33824,65,married,primary,3629,no,0,yes
32491,33827,72,married,tertiary,132,no,0,yes
32495,33832,51,single,secondary,726,no,0,yes
32497,33834,24,single,tertiary,2376,no,0,yes
32515,33852,35,married,secondary,149,no,1,yes
32516,33853,34,married,secondary,640,no,0,yes
32517,33854,29,married,secondary,7707,no,2,yes
32524,33861,30,single,tertiary,53,no,0,yes
32530,33867,46,single,secondary,526,no,2,yes
32531,33868,39,single,secondary,15,no,0,yes
32533,33870,45,married,tertiary,242,no,0,yes
32534,33871,28,single,secondary,377,no,0,yes
32535,33872,52,married,secondary,94,no,0,yes
32536,33873,59,married,primary,363,no,0,yes
32539,33876,38,married,secondary,1970,no,1,yes
32540,33877,47,married,secondary,1167,no,5,yes
32542,33879,52,married,tertiary,193,no,1,yes
32544,33881,38,married,tertiary,0,no,0,yes
32545,33882,29,single,secondary,78,no,0,yes
32547,33884,36,single,tertiary,1291,no,1,yes
32549,33886,58,married,tertiary,1425,no,0,yes
32550,33887,31,married,tertiary,3382,no,0,yes
32553,33890,59,divorced,secondary,5583,no,0,yes
32556,33894,47,married,secondary,1230,no,1,yes
32558,33897,36,married,secondary,96,no,1,yes
32562,33902,45,married,tertiary,160,no,0,yes
32567,33907,21,single,secondary,224,no,0,yes
32568,33908,23,single,secondary,0,no,6,yes
32569,33909,47,married,secondary,1730,no,0,yes
32571,33911,29,single,tertiary,697,no,1,yes
32572,33912,25,single,tertiary,943,no,0,yes
32573,33913,60,married,primary,1163,no,0,yes
32574,33914,37,married,secondary,1458,no,0,yes
32576,33917,49,married,secondary,3608,no,1,yes
32577,33918,33,married,secondary,95,no,0,yes
32578,33919,59,married,secondary,2308,no,1,yes
32579,33920,58,divorced,tertiary,5701,no,1,yes
32580,33922,48,married,secondary,292,no,1,yes
32584,33927,34,married,primary,7468,yes,0,yes
32585,33928,32,married,secondary,0,no,0,yes
32586,33930,54,divorced,secondary,1693,no,2,yes
32587,33931,42,married,tertiary,757,no,1,yes
32589,33933,42,married,primary,201,no,2,yes
32593,33937,44,divorced,tertiary,1070,no,2,yes
32594,33938,37,married,secondary,1330,no,0,yes
32599,33943,29,single,secondary,314,no,0,yes
32601,33946,26,single,tertiary,168,no,0,yes
32603,33948,24,single,tertiary,2845,no,0,yes
32604,33949,34,single,secondary,-32,yes,0,yes
32608,33953,30,single,tertiary,398,no,2,yes
32614,33959,46,married,secondary,0,no,2,yes
32615,33960,34,married,secondary,1337,no,0,yes
32616,33961,31,married,tertiary,1331,no,3,yes
32617,33962,38,married,tertiary,2812,no,0,yes
32618,33963,59,married,secondary,493,no,0,yes
32620,33965,35,single,tertiary,1750,no,3,yes
32622,33967,33,married,tertiary,4401,no,0,yes
32623,33968,35,married,tertiary,193,no,1,yes
32629,33974,56,married,tertiary,616,no,1,yes
32637,33982,37,married,tertiary,5106,no,0,yes
32638,33983,33,married,secondary,920,no,0,yes
32639,33984,43,divorced,secondary,1854,no,0,yes
32640,33985,35,single,tertiary,994,no,2,yes
